felino	acinonyx/felis/felídeos/panthera/gato
felinos	acinonyx/felis/felídeos/panthera/felino/gato
felis	gato-bravo/gato-de-pallas/gato-de-pallas/gato-do-mato/gato-leopardo/gato-maracajá/gato-mourisco/jaguarundi/jaguatirica/leão-baio/leão-da-montanha/ocelote/onça-parda/puma/serval/pantera/suçuarana/gato
felídeos	acinonyx/felis/panthera/felino/gato
feminismo	feminista
ficus	sicômoro/figueira
figueira	sicômoro
filipinas	filipino
filo	espécies/espécies/classe/classe
finlândia	finlandês
flacourtiaceae	dovyalis/flacourtia/hydnocarpus
flaviviridae	flavivirus/flavivírus
flavivírus	flavivirus
floresta	árvore
foeniculum	funcho
formicariidae	formicarius/hylophylax/thamnophilidae
formosa	chinesa/taiwanesa/taiwanês/chinês
francomaçonaria	franco-maçom/maçom
frança	francesa/basco/francês
fraternidade	frade/irmão
fraxinus	freixo
freguesias	paroquiano
fringilla	tentilhão
fringillidae	carduelis/carpodacus/emberizidae/emberizini/fringilla/loxia/pyrrhula/serinus/spinuş/tentilhão
frota	autocarro/taxi/ônibus/aeronave/aeroplano/táxi/avião/embarcação/navios/navio/barco
fucales	fucaceae
fulica	galeirão/galeirão-americano
fumariaceae	adlumia/dicentra/fumaria
fungi	ficomiceto/fungo/fungos
fungos	ficomiceto/ficomiceto/fungo/fungo
furnarius	furnariidae/furnariídeos
gadiformes	gadidae/gadidae
gado	bezerro/ovinos/terneiro/vacas/vitelo/bovinos/ovelha/carneiro
galega	arruda-caprária
galera	plebeu
galliformes	cracidae/galináceo/phasianidae
galáxia	estrela
gangue	gangster/gângster/bandido/marginal
gastrópodes	buccinidae/buccinidae/docoglossa/docoglossa/haliotidae/haliotidae/limacidae/limacidae/neritidae/neritidae/opisthobranchia/opisthobranchia/pulmonata/pulmonata/strombidae/strombidae
gaylussacia	mirtilo
gekkonidae	coleonyx
gemini	castor/pólux
gendarmaria	gendarme/gendarme
genova	genovez
gente	alguém/cidadã/cidadão/indivíduo/alma/pessoa/plebeu/súdito/audiência/cidadão/espectador
gentiana	genciana-amarela/genciana-de-turfeiras
gentianaceae	centaurium/eustoma/exacum/genciana/gentiana/gentianella/gentianopsis/halenia/swertia
gentianales	apocynaceae/gentianaceae/loganiaceae/menyanthaceae/oleaceae/salvadoraceae
geraniaceae	erodium/pelargonium/gerânio
geraniales	balsaminaceae/burseraceae/erythroxylaceae/euphorbiaceae/geraniaceae/lepidobotryaceae/malpighiaceae/meliaceae/oxalidaceae/polygalaceae/rutaceae/rutáceas/simaroubaceae/tropaeolaceae/zygophyllaceae
gesneriaceae	alsobia/saintpaulia/sinningia
geórgia	georgiano
gibraltar	gilbratariano
gliridae	arganaz/eliomys/lirăo
glycine	soja
glycirrhiza	alcaçuz
golfinho-comum-de-bico-longo	delfim-comum/golfinho-comum-de-bico-curto
gossypium	algodão
governo	legislatura/departamento/divisão/burocracia/juizado/administração
grei	ovinos/vacas/bovinos/gado/ovelha/carneiro
grossulariaceae	ribes
gruidae	grua/grou/grus
gruiformes	abetarda/gruidae/otididae/rallidae/seriema/turniciformes
grupo	livro
grã-bretanha	bretão/britânico
grécia	heleno/grego/grego
guatemala	guatemalense/guatemalteco
gyps	grifo
gâmbia	gambiano
género	espécie/espécies/espécie
génova	genovez
gêmeos	castor/pólux
gênero	espécie/espécie/espécies/espécies/espécie/espécie
gênova	genovez
haloragaceae	myriophyllum
hamamelidaceae	corylopsis/fothergilla
helicidae	helix
helodermatidae	monstro-de-gila/monstro-de-gila
hemiptera	homoptera/percevejos/percevejo/insecto/inseto
heteromyidae	dipodomys/liomys/microdipodops/perognathus
hinduismo	hindu
hinduísmo	hindu
hippocastanaceae	aesculus
hipposideridae	hipposideros
hirundinidae	delichon/hirundo
holanda	holandês/neerlandês
holando	holandês/neerlandês
homem	população/gente/pessoal/povo
homens	time/equipe/partida
hominidae	australopithecus/hominídeo/ouranopithecus
homoptera	cicadellidae
hordeum	cevada
humanidade	população/gente/pessoal/povo
humulus	lúpulo
hungria	húngara/húngaro
hydrangeaceae	decumaria/schizophragma
hydrobatidae	oceanites
hydrocharitaceae	egeria/elodea/elódea/hydrocharis/vallisneria
hylidae	hyla
hymenoptera	apoidea/himenópteros/vespidae
hypericum	erva-de-são-joão
hypoxidaceae	hypoxis
hystricomorpha	bathyergidae/caviidae/chinchillidae/dasyproctidae/hystricidae
icterini	agelaius/cacicus/icterus/molothrus
iemen	iemenita
iguanidae	anolis/basiliscus
ilex	azevim/azevinho
impériobizantino	bizantino
india	indiano/hindu
indonesia	indonésio
indonésia	indonésio
indridae	avahi
inglaterra	inglesa/inglês/inglês
insectívoros	chrysochloridae/erinaceomorpha/talpidae/tenrecidae/toupeira
instituto	ies/faculdade/universidade/escola
irao	persa/iraniano
iraque	iraquiano
iridaceae	ixia/sisyrinchium/sparaxis
irlanda	irlandês/irlandês
irmandade	frade/irmão
irã	persa/iraniano
irão	persa/iraniano
isatis	pastel
islame	muçulmano/muçulmanos/muçulmano
islamismo	muçulmano/muçulmanos/muçulmano
islândia	islandês
islã	muçulmano/muçulmanos/muçulmano
islão	muçulmano/muçulmanos/muçulmano
israel	israelense/israelita
italia	sabinos/ítalo/italiano
itália	sabinos/ítalo/italiano
